education,marital_status,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,complain,response,age,cust_since,acc_camp,total_spent,household_size,cluster
1,1,57091,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,1,53,0,1,577,2,1
1,0,22419,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,51,14,0,162,1,0
1,0,87771,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,55,13,4,1957,2,5
0,1,78353,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,55,14,0,1576,3,2
1,0,93404,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,0,60,13,2,1616,4,1
1,1,37859,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,52,17,0,36,5,3
2,1,80995,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,56,13,0,1482,3,2
1,0,16529,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,30,3,0,22,2,0
2,1,55412,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,38,7,0,63,4,3
1,1,48789,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,22,21,0,680,2,1
2,0,56575,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,47,13,0,542,3,1
0,0,25130,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,34,8,0,50,2,0
1,0,35441,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,47,16,0,39,3,3
1,0,71391,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,58,15,0,1043,2,2
2,1,49494,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,42,14,0,385,3,0
1,1,81702,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,34,21,0,1633,2,2
0,1,45889,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,34,11,0,46,3,3
1,1,56628,0,1,30,479,5,82,7,17,171,2,7,6,5,5,0,0,37,3,1,761,3,1
1,0,34026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,64,10,0,76,3,3
1,0,40049,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,40,18,0,290,2,1
1,1,34176,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,26,1,0,89,3,0
1,0,19419,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,33,19,0,70,2,0
0,0,82504,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,54,11,0,1066,1,2
1,0,81205,0,0,43,724,74,929,97,55,130,1,5,6,7,2,0,1,44,5,3,2009,1,5
0,1,61618,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,23,20,0,1345,2,2
2,1,55284,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,58,18,0,764,3,1
1,1,49980,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,51,8,0,195,3,3
1,0,15072,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,34,13,0,53,3,0
1,1,49166,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,40,12,0,368,3,1
2,0,65324,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,60,5,0,544,2,1
0,0,82347,0,0,38,556,54,845,202,133,63,1,7,7,10,3,0,0,57,19,2,1853,1,2
2,0,30843,1,1,43,24,0,2,0,0,9,2,1,1,2,5,0,0,48,1,1,35,3,3
2,0,46374,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,40,3,2,446,2,1
1,1,60474,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,35,14,0,1180,3,2
2,0,38576,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,41,3,0,41,2,3
1,0,55357,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,29,16,0,727,3,1
1,0,37758,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,48,20,0,40,3,3
0,0,85710,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,25,13,1,1062,1,2
1,0,23228,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,45,5,0,40,2,0
2,0,44602,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,45,4,0,292,3,3
1,0,7500,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,27,17,0,15,1,0
0,0,38683,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,25,20,0,341,2,0
0,1,49514,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,39,6,0,369,3,0
2,0,57906,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,41,12,0,401,2,1
2,1,43456,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,48,15,0,393,3,1
2,1,19485,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,28,9,0,10,4,0
1,0,53172,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,36,13,0,486,2,1
1,0,30545,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,35,20,0,69,2,0
2,0,70123,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,31,9,2,1727,1,5
1,1,62450,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,0,55,5,1,995,3,1
1,0,21675,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,38,0,0,45,2,0
0,1,42395,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,33,2,0,182,4,3
2,0,61346,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,36,8,0,989,2,2
1,0,80812,0,0,95,769,22,500,210,143,33,1,4,8,5,2,0,0,61,9,3,1677,1,5
2,1,42835,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,43,11,0,595,4,1
1,0,39922,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,31,16,0,156,2,0
2,1,86424,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,58,2,0,1226,2,2
0,0,17117,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,36,17,0,128,2,0
1,1,24762,1,0,16,6,10,12,3,15,40,3,3,1,2,8,0,1,42,4,1,86,3,0
1,0,35797,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,39,20,0,68,2,0
1,1,36627,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,39,11,0,16,4,0
0,0,51111,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,33,0,0,55,3,3
2,1,86857,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,42,21,0,2114,2,5
2,0,82072,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,44,11,0,2018,1,2
2,1,46231,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,61,19,0,263,5,3
1,0,42243,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,55,6,0,55,3,3
1,0,51195,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,52,14,0,564,3,1
2,1,68092,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,36,6,0,1281,2,2
1,0,31814,1,0,73,35,3,20,4,1,20,2,2,0,3,9,0,0,41,16,1,83,2,0
2,1,51390,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,49,21,0,353,4,3
1,0,76630,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,31,5,0,1003,1,2
0,1,26868,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,23,1,0,14,3,0
2,1,48948,0,0,53,437,8,206,160,49,42,2,7,10,5,6,0,1,71,16,1,902,2,5
2,1,55260,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,42,18,0,1139,3,1
1,0,64090,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,1,58,10,0,797,2,2
1,1,78331,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,56,5,0,1638,3,2
2,0,37087,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,40,10,0,401,2,0
1,1,21846,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,28,8,0,84,3,0
1,0,81320,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,56,16,0,928,1,2
1,1,54137,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,44,10,0,203,3,3
1,0,66825,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,47,11,0,858,1,2
1,0,57100,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,41,6,0,409,1,0
1,0,58917,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,45,15,0,282,4,3
1,1,85072,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,37,2,0,1423,2,2
1,1,86429,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,1,53,7,1,1449,2,5
1,1,45684,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,43,6,0,28,3,0
1,0,47889,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,40,5,0,67,2,0
2,0,45921,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,28,3,0,199,1,0
2,1,78420,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,48,11,0,1453,2,2
1,0,75114,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,22,7,0,1253,1,2
2,1,52278,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,1,51,17,0,1198,3,1
2,0,35641,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,1,42,11,0,178,2,0
1,1,95529,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,1,20,18,1,1990,2,5
1,0,62820,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,60,13,0,976,1,2
2,0,73113,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,54,6,0,1001,1,2
2,0,84169,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,32,10,2,1919,1,5
0,1,42607,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,60,7,0,350,3,3
2,1,74637,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,60,13,1,1650,2,2
2,0,46015,1,1,25,38,0,2,0,0,6,1,1,0,3,7,0,0,59,2,2,46,3,3
1,1,72354,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,21,14,0,1228,2,2
2,1,39858,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,1,45,17,0,95,3,0
2,0,34469,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,66,1,0,62,3,3
1,0,83033,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,28,1,1,1761,2,2
2,0,24401,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,35,21,0,467,1,0
1,0,77583,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,36,4,1,1149,1,2
0,1,74116,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,0,32,5,1,2052,2,2
1,1,74293,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,21,1,0,1127,2,2
2,0,68397,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,38,7,0,1416,2,2
2,0,79632,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,40,2,0,1113,1,2
1,1,46107,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,25,4,0,125,3,0
2,1,64950,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,0,63,22,1,966,3,1
0,0,25443,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,25,18,0,32,2,0
1,1,75127,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,62,1,0,833,2,2
2,0,32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,43,1,0,46,2,0
1,0,71796,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,43,8,0,960,1,2
2,0,67536,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,44,13,1,1829,2,1
1,1,55239,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,43,11,0,779,3,1
2,1,60554,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,39,10,0,811,3,1
0,1,64831,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,62,12,0,1120,4,1
2,0,56067,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,52,11,0,725,2,1
1,1,82025,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,1,31,13,1,1187,2,5
1,0,94384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,61,15,3,2302,1,5
0,1,14906,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,28,18,0,66,2,0
2,0,51563,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,27,20,2,1250,1,1
0,0,57937,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,32,4,0,683,2,1
1,1,68274,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,35,8,0,305,4,3
1,0,39771,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,37,6,0,50,2,0
0,1,67893,0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,39,20,0,995,3,1
2,0,27922,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,35,1,0,41,2,0
2,0,52190,1,1,39,42,0,17,0,0,18,3,2,1,3,5,0,0,38,1,1,77,3,3
2,1,44051,1,1,20,79,7,58,6,3,18,4,3,1,4,6,0,1,41,16,0,171,4,3
2,1,42767,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,43,13,0,131,4,3
2,0,46106,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,38,1,0,54,3,3
2,0,16927,1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,38,16,0,53,3,3
1,0,59754,0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,1,49,18,0,475,2,1
1,1,53700,0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,62,22,0,694,3,1
1,0,59041,1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,41,1,0,96,3,3
2,1,54237,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,57,14,0,361,3,1
1,1,70647,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,47,21,0,1079,3,2
2,1,52597,0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,52,1,0,578,3,1
2,0,41021,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,1,45,17,0,64,2,0
2,0,40233,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,39,8,0,149,2,3
1,0,50183,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,34,0,0,231,3,3
1,0,54753,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,55,9,0,728,2,1
1,0,92955,0,0,35,693,21,925,31,24,84,1,6,7,9,2,0,1,41,10,2,1778,1,5
1,0,33471,1,0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,41,20,0,93,2,0
2,0,34596,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,1,40,14,0,23,2,0
1,0,44010,1,0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,34,20,0,662,2,1
1,0,84219,0,0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,26,4,0,1198,1,2
2,0,40706,2,1,37,59,0,11,4,2,5,4,3,0,4,7,0,0,46,17,0,81,4,3
0,0,15716,1,0,8,16,5,30,8,7,26,3,3,0,4,8,1,0,26,19,0,92,2,4
0,1,59052,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,55,7,0,491,3,1
2,0,80573,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,43,20,0,1564,1,2
1,0,83715,0,0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,52,4,0,926,1,2
2,0,82576,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,55,22,1,1910,1,2
2,0,56962,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,49,8,0,411,4,3
1,0,35704,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,62,5,0,94,3,3
1,0,53103,0,1,70,729,17,133,11,0,195,5,10,6,7,7,0,0,60,9,1,1085,2,1
0,1,46779,1,1,55,12,1,3,0,0,7,1,0,1,2,4,0,0,54,11,0,23,4,3
1,1,4861,0,0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,49,0,0,6,2,0
2,1,33462,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,35,10,0,54,3,0
1,1,63693,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,36,8,0,1150,3,1
1,0,80763,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,1,64,10,2,1415,1,5
2,0,65352,0,1,43,284,3,84,4,7,23,2,4,2,8,4,0,0,40,10,0,405,2,1
2,0,82170,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,36,7,0,1908,1,2
1,0,75759,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,0,1,45,8,3,2486,1,5
0,1,79689,0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,38,13,0,1315,2,2
2,1,35340,1,1,1,27,0,12,0,1,5,2,2,0,3,5,0,0,58,0,0,45,4,3
1,1,85683,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,60,3,4,1789,2,5
0,0,24884,1,0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,42,18,0,19,2,0
2,0,42021,1,0,34,393,5,136,7,5,27,5,10,1,6,9,0,0,33,21,1,573,2,1
1,1,64449,1,0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,25,4,0,805,3,2
1,1,64587,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,60,0,0,108,4,3
1,1,34824,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,19,3,0,23,2,0
1,0,75437,0,0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,36,7,1,1493,1,2
1,0,26091,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,57,4,0,89,3,3
1,0,52845,1,0,7,384,25,292,130,41,64,3,8,8,6,6,0,0,41,10,1,936,2,2
1,1,46086,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,58,7,0,343,3,3
2,1,78028,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,1,58,21,2,528,3,1
2,1,95169,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,0,1,27,8,2,1901,2,5
0,0,56337,1,1,25,349,16,144,28,5,182,5,8,5,4,8,0,1,33,15,2,724,3,1
1,0,22434,1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,27,16,0,58,2,0
2,0,36930,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,60,13,0,297,2,1
1,1,36130,0,1,46,157,43,127,68,56,37,6,3,8,4,4,0,1,60,16,1,488,3,1
2,0,65569,0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,61,19,0,859,2,1
1,0,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,62,13,1,1574,1,2
1,0,19514,1,1,47,14,3,21,2,1,28,4,3,1,2,8,0,0,46,5,1,69,3,3
2,1,36736,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,51,13,0,17,4,3
1,0,77568,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,0,35,22,3,2194,2,5
2,0,49187,0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,38,5,0,116,2,3
1,1,30168,1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,36,15,0,279,3,0
2,0,34053,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,46,21,0,103,2,3
2,0,38196,1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,43,2,0,44,3,3
2,0,59412,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,63,2,0,406,1,2
0,0,70924,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,49,2,1,1363,1,2
1,0,54165,0,0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,45,13,0,236,1,0
1,0,32300,1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,41,17,0,39,2,0
1,1,20180,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,38,16,0,137,2,0
1,0,34961,1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,41,0,0,79,2,0
2,0,28440,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,40,11,0,63,2,0
2,0,64504,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,1,61,15,0,1314,4,1
2,0,33564,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,48,0,0,71,2,3
1,0,17345,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,36,19,0,58,2,0
2,0,56320,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,47,14,0,702,2,1
1,1,28647,1,0,54,19,8,29,0,12,26,1,2,2,2,7,0,1,36,10,1,94,3,0
0,1,15038,1,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,27,16,0,80,3,0
2,1,32173,0,1,0,18,0,2,0,0,2,1,1,0,3,4,0,0,56,10,0,22,3,3
0,0,68316,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,50,19,0,1211,2,1
1,0,74538,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,1,43,11,1,1461,1,5
1,1,91700,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,1,43,17,0,1968,2,2
1,0,68695,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,45,0,0,1091,1,2
0,0,31056,1,0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,37,17,0,55,2,0
1,0,79593,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,41,1,1,1366,1,2
1,1,28071,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,34,21,0,313,2,0
2,0,37334,1,1,44,26,1,16,2,2,15,4,3,0,4,4,0,0,56,4,0,62,3,3
2,1,46423,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,42,9,0,92,4,3
2,0,37126,1,0,9,45,3,9,4,4,7,1,1,2,2,6,0,1,43,2,1,72,2,0
1,0,47703,0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,61,13,0,655,2,1
1,0,61180,0,1,70,403,24,29,6,24,218,2,5,5,6,3,0,0,55,2,1,704,2,1
1,0,38998,1,1,92,34,1,14,0,0,5,3,2,0,3,8,1,0,60,19,0,54,3,4
1,1,8028,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,23,21,0,178,2,0
1,0,76081,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,52,1,1,1033,1,2
1,0,34728,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,1,28,10,0,36,2,0
2,1,33168,0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,49,20,0,122,3,3
2,0,33585,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,48,9,0,122,2,3
2,0,77037,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,54,8,0,1123,2,2
1,0,35196,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,1,30,19,0,497,2,0
1,0,44529,0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,0,48,11,1,691,2,1
0,0,70924,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,49,2,1,1363,1,2
2,0,28764,1,1,16,8,0,3,0,0,1,1,1,0,2,8,0,0,48,0,1,12,3,3
2,0,69098,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,65,16,0,2440,1,2
0,1,25959,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,1,44,16,0,56,4,3
2,0,27100,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,31,14,0,37,2,0
1,1,70596,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,29,20,0,968,2,2
1,0,42557,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,40,21,0,270,2,1
2,0,53312,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,63,10,0,278,1,0
1,1,72228,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,62,19,0,1250,2,2
1,0,67605,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,27,14,0,938,1,2
2,0,62845,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,65,20,1,1178,3,1
1,0,65196,0,2,34,743,19,181,12,0,200,2,7,6,11,5,0,0,56,11,1,1155,3,1
2,1,42000,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,1,27,17,0,653,2,2
2,1,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,0,0,41,1,1,49,4,3
2,0,65526,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,50,2,0,506,2,1
1,0,16860,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,53,21,0,38,3,3
1,1,83528,0,0,7,530,117,678,134,44,147,1,4,10,8,1,0,1,22,1,2,1650,2,5
0,1,64176,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,49,22,0,1826,3,1
1,1,22304,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,58,22,0,18,2,0
1,0,67023,0,0,93,444,44,382,11,8,17,1,3,7,13,2,1,0,36,3,0,906,1,4
2,0,32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,43,1,0,46,2,0
1,0,70713,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,48,18,0,1477,2,2
1,0,59925,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,59,18,0,766,2,1
1,0,39722,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,61,4,0,47,2,3
1,0,46610,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,56,11,0,467,1,1
1,0,88347,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,53,11,1,2116,1,2
2,0,87171,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,33,13,2,1298,1,5
0,0,26907,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,38,10,0,22,3,3
2,1,50014,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,46,5,0,396,3,3
2,0,41014,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,36,14,0,20,2,0
1,1,66294,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,49,3,0,967,2,2
1,0,36715,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,1,43,19,0,357,2,0
1,0,79456,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,1,58,22,0,1401,1,2
1,0,40479,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,32,10,0,15,2,0
2,1,75345,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,1,44,16,1,2087,2,5
1,0,54233,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,37,16,0,981,2,1
1,1,24163,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,44,8,0,17,4,3
2,0,84460,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,56,17,4,523,1,5
1,0,43776,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,31,1,0,23,2,0
2,1,71691,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,1,56,3,0,1192,2,2
2,0,85844,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,41,1,1,1958,1,2
